Employee ID,First Name,Last Name,Gender,Date of Birth,Date of Hire,Department,Job Title,Manager ID,Employment Status
E1838,Allison,Watson,Female,1980-03-10,2013-02-17,Accounting,Billing Specialist,E1091,Contract
E1839,Jessica,Garcia,Female,1973-05-26,2021-06-19,HR,HR Specialist,E1086,Contract
E1840,Lori,Wood,Female,1961-11-09,2012-03-29,Consulting,Lead Consultant,,Contract
E1841,Tami,Hunter,Female,1967-02-10,1998-04-04,Accounting,Finance Manager,E1034,Part-time
E1842,Wayne,Flores,Female,1985-12-27,2010-07-23,IT,IT Manager,,Contract
E1843,Blake,Lawson,Male,1988-04-16,2008-12-08,Consulting,Senior Consultant,,Part-time
E1844,Robert,Taylor,Non-Binary,1983-03-07,2002-10-03,Recruitment,Recruiter,,Contract
E1845,Ryan,Hayes,Female,1989-09-15,2020-09-19,Accounting,Billing Specialist,,Full-time
E1846,Katie,Gross,Male,1986-09-27,2021-11-19,Consulting,Lead Consultant,E1087,Part-time
E1847,Michelle,Wang,Non-Binary,1980-08-27,2008-09-16,HR,HR Specialist,,Contract
E1848,Sean,Erickson,Non-Binary,1974-10-26,1998-09-11,Sales,Sales Manager,,Contract
E1849,Joseph,Miller,Female,1984-09-26,2014-02-18,HR,HR Manager,E1036,Contract
E1850,Karen,Johnson,Female,1996-02-27,2019-06-10,HR,HR Assistant,,Part-time
E1851,Jennifer,Marshall,Female,1967-02-19,1991-02-02,Accounting,Finance Manager,,Part-time
E1852,Margaret,Johnson,Male,1966-08-28,2002-02-14,Accounting,Accountant,E1057,Full-time
E1853,Daniel,Espinoza,Non-Binary,1989-06-29,2011-11-21,Consulting,Consultant,,Contract
E1854,Steven,Martin,Non-Binary,2000-01-27,2019-01-14,IT,IT Manager,E1091,Full-time
E1855,Julian,Fleming,Non-Binary,1983-01-07,2009-09-30,Accounting,Billing Specialist,,Contract
E1856,Grant,Flores,Female,1975-11-18,2001-02-24,Consulting,Consultant,E1078,Contract
E1857,Mitchell,Alvarado,Non-Binary,1976-01-19,2006-11-10,Consulting,Lead Consultant,E1023,Contract
E1858,Jennifer,Jones,Male,1971-10-27,2004-07-25,Consulting,Consultant,E1023,Part-time
E1859,Sarah,Walker,Male,1970-05-19,2019-04-20,Consulting,Consultant,E1017,Part-time
E1860,Jonathan,Thompson,Male,1972-03-28,2012-09-01,Recruitment,Senior Recruiter,,Part-time
E1861,Wendy,Aguilar,Female,1998-07-20,2019-08-24,Recruitment,Recruitment Manager,,Contract
E1862,Kristin,Caldwell,Male,1991-03-23,2011-03-14,Sales,Account Executive,,Full-time
E1863,Martin,Le,Female,1995-03-29,2014-10-28,IT,Software Engineer,E1016,Full-time
E1864,Travis,Thompson,Female,2001-09-08,2021-07-19,IT,System Administrator,E1091,Contract
E1865,Kevin,Combs,Non-Binary,1967-12-16,1990-10-23,Accounting,Accountant,E1050,Contract
E1866,Thomas,Miller,Male,1991-11-03,2012-03-05,IT,Software Engineer,,Contract
E1867,Marie,Baker,Male,1965-07-31,1988-10-30,Consulting,Senior Consultant,,Contract
E1868,Lynn,Glenn,Non-Binary,1984-12-22,2005-11-20,IT,Software Engineer,E1054,Contract
E1869,Mary,Jenkins,Female,1988-09-28,2011-07-14,IT,Software Engineer,E1005,Full-time
E1870,Anne,Pearson,Female,1991-03-02,2022-05-04,HR,HR Specialist,E1069,Full-time
E1871,Nicholas,Sims,Female,2000-03-13,2020-07-10,Accounting,Accountant,E1040,Part-time
E1872,Gina,Rhodes,Non-Binary,1971-07-21,2004-12-06,Consulting,Lead Consultant,,Full-time
E1873,Marcus,Ross,Female,1984-07-18,2020-06-12,IT,IT Manager,,Contract
E1874,Brittney,Hill,Non-Binary,1993-09-28,2021-05-16,IT,System Administrator,E1098,Part-time
E1875,Natalie,Foster,Female,1966-10-30,2001-07-02,Recruitment,Recruiter,E1041,Part-time
E1876,Sandra,Price,Male,1974-10-20,2015-11-27,Sales,Account Executive,,Full-time
E1877,Eduardo,Jimenez,Male,1961-03-29,2007-09-09,HR,HR Specialist,E1065,Part-time
E1878,James,Morales,Non-Binary,1988-05-03,2013-04-22,Consulting,Consultant,E1081,Full-time
E1879,Carrie,Ochoa,Non-Binary,1964-02-23,1991-09-10,Consulting,Consultant,E1051,Full-time
E1880,Theodore,Pope,Non-Binary,1960-06-15,2004-01-31,Consulting,Consultant,E1074,Contract
E1881,Sandra,Martin,Female,1991-05-06,2022-10-23,Consulting,Lead Consultant,,Part-time
E1882,Chad,Beck,Female,1991-06-16,2017-07-05,Consulting,Lead Consultant,E1032,Contract
E1883,Geoffrey,Foster,Male,1998-11-24,2023-09-25,Accounting,Accountant,,Contract
E1884,Brandon,Burton,Female,1994-04-14,2019-05-30,Consulting,Senior Consultant,E1088,Full-time
E1885,Elizabeth,Lopez,Non-Binary,1976-11-18,1994-02-16,Sales,Sales Associate,,Part-time
E1886,Amy,Martin,Female,1968-07-28,2010-04-03,Accounting,Accountant,E1089,Full-time
E1887,Lisa,Mills,Female,1973-09-08,1999-09-06,Consulting,Senior Consultant,,Contract
E1888,Priscilla,Clark,Non-Binary,1987-03-05,2013-02-21,Accounting,Billing Specialist,E1053,Full-time
E1889,Mark,Jones,Male,2001-08-19,2023-08-15,HR,HR Manager,,Part-time
E1890,Jonathan,Newton,Female,1990-05-23,2017-10-12,IT,Software Engineer,,Full-time
E1891,Ralph,Rogers,Male,1971-01-20,1999-11-24,Recruitment,Senior Recruiter,,Full-time
E1892,Rose,Kim,Male,1997-09-14,2020-06-26,Sales,Account Executive,,Contract
E1893,Joe,Long,Male,1987-09-03,2009-01-28,HR,HR Assistant,,Full-time
E1894,Jay,Hall,Male,1980-10-14,2008-08-26,HR,HR Manager,E1035,Part-time
E1895,Stephanie,Griffin,Male,1961-12-18,2020-07-17,IT,System Administrator,E1072,Part-time
E1896,Joy,Garcia,Male,2001-11-04,2023-09-02,Recruitment,Recruiter,E1026,Full-time
E1897,William,Crosby,Non-Binary,1995-07-17,2014-06-18,Accounting,Finance Manager,,Full-time
E1898,Kimberly,Dean,Female,1975-07-22,2001-06-14,Accounting,Finance Manager,E1046,Full-time
E1899,Elizabeth,Haas,Non-Binary,1975-01-28,2020-07-19,Recruitment,Recruiter,,Full-time
E1900,Catherine,Jimenez,Male,2001-08-27,2023-08-24,Accounting,Finance Manager,,Full-time
E1901,Elizabeth,Stanley,Male,1998-06-06,2019-10-09,HR,HR Specialist,,Contract
E1902,Amanda,Cordova,Non-Binary,1978-12-10,1996-03-09,IT,System Administrator,E1078,Contract
E1903,Tara,Alvarez,Male,1981-03-15,2023-01-14,Accounting,Accountant,E1020,Full-time
E1904,David,Mcintosh,Male,1964-07-26,2017-12-26,Recruitment,Recruiter,E1022,Full-time
E1905,Teresa,Shepherd,Female,1991-04-19,2018-12-16,Sales,Sales Manager,E1091,Part-time
E1906,Carrie,Woodward,Non-Binary,1979-06-23,2011-08-04,Recruitment,Recruiter,E1033,Full-time
E1907,Katrina,Davis,Male,1971-07-19,2015-10-01,Sales,Sales Associate,,Full-time
E1908,Donald,Cameron,Female,1987-02-06,2010-10-23,Accounting,Accountant,,Contract
E1909,Michelle,Walker,Female,1989-11-01,2010-11-26,Recruitment,Senior Recruiter,,Part-time
E1910,Alicia,Myers,Female,1974-10-05,2011-09-19,Consulting,Senior Consultant,E1080,Contract
E1911,Marc,Davidson,Female,1977-04-09,2014-08-31,Consulting,Senior Consultant,,Full-time
E1912,Johnny,Weaver,Male,1977-07-21,2005-05-20,Sales,Account Executive,E1069,Part-time
E1913,Paula,Shea,Female,1976-10-01,2023-10-21,Accounting,Accountant,E1019,Contract
E1914,Ashley,Ruiz,Non-Binary,1984-06-29,2010-11-03,Sales,Sales Associate,E1067,Full-time
E1915,Ellen,Smith,Male,1962-08-06,2009-05-04,Consulting,Lead Consultant,E1098,Contract
E1916,Rebekah,Gentry,Female,1990-09-24,2017-08-01,Accounting,Finance Manager,E1074,Part-time
E1917,Jonathan,Blevins,Non-Binary,1997-06-04,2020-12-16,Accounting,Billing Specialist,,Part-time
E1918,Randy,Wright,Female,1981-03-12,2003-02-24,Consulting,Lead Consultant,,Full-time
E1919,Russell,Dixon,Non-Binary,1988-11-02,2013-03-15,Sales,Account Executive,E1051,Full-time
E1920,Tiffany,Kim,Non-Binary,1975-11-30,2021-04-20,Recruitment,Senior Recruiter,E1067,Contract
E1921,Julia,Baldwin,Male,1999-12-17,2017-08-17,Accounting,Accountant,,Part-time
E1922,Kayla,Wright,Male,1962-04-28,1992-08-20,Consulting,Consultant,E1071,Contract
E1923,Jasmine,Velasquez,Male,1999-01-02,2018-09-11,Consulting,Consultant,,Full-time
E1924,Terri,Henderson,Female,1996-12-03,2024-08-19,Consulting,Consultant,E1051,Part-time
E1925,Kyle,Lopez,Non-Binary,1960-06-14,2014-12-24,IT,IT Manager,E1096,Contract
E1926,Tanner,Freeman,Male,1976-06-15,2005-12-29,IT,Software Engineer,,Part-time
E1927,Tammy,Johnson,Male,1970-01-21,1998-02-27,Recruitment,Recruiter,,Contract
E1928,Kenneth,Odonnell,Male,1986-09-05,2022-01-01,Recruitment,Recruiter,E1016,Full-time
E1929,Ashley,Herrera,Male,1977-12-12,1998-03-07,HR,HR Specialist,,Full-time
E1930,Kelly,Coleman,Non-Binary,1974-03-14,1992-06-17,HR,HR Assistant,,Full-time
E1931,Chris,Lee,Male,1972-11-07,1990-09-01,HR,HR Assistant,E1075,Contract
E1932,Joseph,Mason,Female,2003-10-13,2024-03-01,IT,System Administrator,,Part-time
E1933,Wendy,Nelson,Non-Binary,2004-09-15,2023-08-10,Consulting,Lead Consultant,E1004,Contract
E1934,Mary,Harris,Non-Binary,1966-02-10,1986-02-03,Sales,Sales Associate,E1005,Contract
E1935,Tina,Wallace,Male,1982-11-05,2010-08-23,Recruitment,Senior Recruiter,,Full-time
E1936,Cathy,Brown,Non-Binary,1979-03-29,2022-04-01,Accounting,Finance Manager,E1052,Contract
E1937,Kimberly,Garcia,Non-Binary,2001-07-20,2023-04-26,Recruitment,Recruitment Manager,,Contract
E1938,Allison,Woods,Female,1981-12-10,2011-11-06,Recruitment,Recruiter,E1003,Full-time
E1939,Robert,Kim,Non-Binary,1976-06-26,2005-12-26,Accounting,Accountant,E1045,Part-time
E1940,Justin,Frey,Male,1976-10-20,2020-02-15,Sales,Account Executive,E1078,Full-time
E1941,Amanda,Harvey,Male,1983-11-17,2008-07-23,HR,HR Manager,E1016,Full-time
E1942,Susan,Franco,Female,2001-09-14,2023-10-02,Sales,Account Executive,E1021,Full-time
E1943,Jeanette,Yates,Non-Binary,2001-01-21,2024-03-26,Recruitment,Senior Recruiter,E1089,Part-time
E1944,Brandon,Wright,Female,2000-04-06,2020-02-25,IT,Software Engineer,E1083,Full-time
E1945,Allen,Martinez,Male,1986-05-03,2022-03-21,Sales,Sales Manager,,Part-time
E1946,Chris,Campos,Male,1982-10-03,2022-08-08,IT,IT Manager,,Part-time
E1947,Ryan,Hill,Male,1984-11-21,2002-07-03,HR,HR Specialist,E1021,Contract
E1948,Tanya,Barnes,Non-Binary,1982-04-06,2002-04-23,Recruitment,Senior Recruiter,E1090,Full-time
E1949,Leslie,Buck,Male,1986-03-28,2006-07-09,Recruitment,Recruitment Manager,E1092,Contract
E1950,Melvin,Davenport,Male,1992-12-11,2011-06-23,Recruitment,Senior Recruiter,,Full-time
E1951,Mitchell,Tapia,Male,2000-04-26,2023-12-10,Accounting,Accountant,,Full-time
E1952,Tammy,Malone,Female,1986-04-09,2017-06-13,HR,HR Assistant,E1009,Full-time
E1953,Raymond,Avila,Female,1961-07-17,2018-04-18,Accounting,Accountant,E1090,Part-time
E1954,Madison,Anderson,Female,1975-04-11,1996-11-16,Recruitment,Recruitment Manager,,Full-time
E1955,Trevor,Vargas,Male,1966-11-10,2000-07-23,Consulting,Senior Consultant,,Contract
E1956,Amber,Torres,Non-Binary,1985-11-15,2012-06-07,Sales,Account Executive,,Part-time
E1957,Manuel,Freeman,Female,1974-02-08,2012-12-20,IT,Software Engineer,E1099,Part-time
E1958,Karen,Garcia,Female,1980-03-10,2006-03-03,Sales,Sales Manager,E1030,Contract
E1959,Robert,Lopez,Female,1979-05-14,2012-04-30,Recruitment,Recruiter,,Full-time
E1960,Michael,Morales,Male,1963-03-09,2021-12-18,Accounting,Accountant,,Contract
E1961,Jose,Matthews,Non-Binary,1966-12-16,2021-01-03,HR,HR Specialist,,Full-time
E1962,Michele,Knight,Female,1982-03-24,2012-04-12,IT,System Administrator,,Full-time
E1963,Sierra,Terry,Male,1968-12-06,2012-05-19,Sales,Account Executive,E1094,Contract
E1964,Heather,Rivers,Male,1998-08-22,2017-03-20,Consulting,Consultant,E1034,Full-time
E1965,Ann,Jackson,Male,1961-10-21,2018-09-09,Consulting,Senior Consultant,,Part-time
E1966,Michael,Walker,Male,1975-06-15,1996-03-27,IT,System Administrator,E1092,Contract
E1967,Diane,Arnold,Female,1962-09-17,1982-10-24,IT,IT Manager,E1048,Contract
E1968,Roger,Miller,Female,1964-06-13,2012-05-08,Sales,Sales Manager,,Part-time
E1969,Matthew,Harris,Female,1986-08-23,2023-08-29,IT,Software Engineer,,Full-time
E1970,Amanda,Arnold,Female,1998-06-29,2016-09-25,IT,IT Manager,E1080,Contract
E1971,Isaiah,Jones,Non-Binary,1985-01-14,2008-01-12,IT,IT Manager,E1018,Part-time
E1972,Stephen,Thompson,Female,1992-09-22,2013-12-11,HR,HR Manager,,Part-time
E1973,Lisa,Lane,Male,1963-08-20,2006-05-19,Consulting,Consultant,,Full-time
E1974,Ashley,King,Male,1992-11-19,2014-07-11,Accounting,Billing Specialist,E1098,Part-time
E1975,James,Montoya,Male,1983-10-26,2003-02-20,Recruitment,Recruiter,,Contract
E1976,Brian,Bennett,Male,1995-07-07,2017-12-17,HR,HR Assistant,E1078,Full-time
E1977,Lisa,Green,Non-Binary,1977-02-18,2017-05-26,IT,IT Manager,,Full-time
E1978,Andrew,Jennings,Male,1978-06-17,2009-10-01,Sales,Account Executive,E1094,Contract
E1979,Michele,Parsons,Non-Binary,1959-01-05,1982-09-16,Accounting,Accountant,E1081,Full-time
E1980,Martin,Sanchez,Female,1990-04-06,2008-12-04,Consulting,Consultant,E1023,Full-time
E1981,Dakota,Rhodes,Female,1977-10-20,2021-12-25,IT,IT Manager,E1090,Contract
E1982,Angela,Zavala,Male,1972-01-25,1998-03-26,HR,HR Assistant,E1077,Full-time
E1983,Brian,Edwards,Male,2000-11-26,2018-10-17,Recruitment,Senior Recruiter,,Part-time
E1984,Melissa,Wolf,Male,1976-02-29,1999-10-05,IT,System Administrator,,Full-time
E1985,Kelly,Romero,Female,1985-02-24,2008-08-11,Sales,Sales Associate,,Full-time
E1986,Jessica,Lawrence,Female,2003-03-17,2024-07-14,Accounting,Finance Manager,,Full-time
E1987,Michelle,Maynard,Non-Binary,1969-06-11,2011-03-17,Consulting,Consultant,,Full-time
E1988,Greg,Phelps,Male,1968-02-25,2004-05-12,HR,HR Manager,,Contract
E1989,Matthew,Hodges,Female,1959-05-20,1997-08-31,Sales,Sales Associate,,Contract
E1990,James,Estes,Male,2000-05-09,2022-09-08,Accounting,Billing Specialist,E1098,Contract
E1991,Jessica,Garcia,Non-Binary,1966-07-28,2021-07-12,HR,HR Manager,E1008,Full-time
E1992,Catherine,Houston,Female,1966-06-01,2012-03-10,Consulting,Lead Consultant,,Contract
E1993,Anthony,Thompson,Non-Binary,1959-12-17,1998-04-14,IT,Software Engineer,,Contract
E1994,Christopher,Brooks,Female,1993-08-03,2018-05-20,Sales,Account Executive,,Contract
E1995,Ronnie,Hayes,Male,2001-05-19,2021-02-24,Recruitment,Recruitment Manager,,Contract
E1996,Margaret,Sullivan,Female,1987-08-04,2019-08-13,Consulting,Senior Consultant,,Part-time
E1997,Peggy,Andrews,Female,1990-03-21,2023-06-18,Sales,Account Executive,E1050,Part-time
E1998,Megan,Mcintosh,Male,1982-02-08,2004-11-12,Recruitment,Recruiter,E1082,Full-time
E1999,Jennifer,Robinson,Male,1972-11-14,2018-03-01,Recruitment,Senior Recruiter,,Contract
E2000,Casey,Sweeney,Non-Binary,1967-07-05,2010-01-08,Consulting,Senior Consultant,E1078,Part-time
E2001,Timothy,Walker,Non-Binary,1964-09-11,2010-01-13,Sales,Sales Manager,,Contract
E2002,Shawn,Wilson,Non-Binary,1961-10-04,1998-02-19,HR,HR Assistant,E1028,Contract
E2003,Maria,Page,Non-Binary,1995-06-16,2017-08-30,IT,Software Engineer,,Full-time
E2004,Vanessa,Little,Non-Binary,2000-01-03,2023-05-26,Recruitment,Senior Recruiter,,Part-time
E2005,Jeffrey,Howard,Male,1979-08-25,2017-09-22,Sales,Account Executive,,Full-time
E2006,Melissa,Murphy,Female,1979-04-30,2024-06-20,HR,HR Assistant,,Full-time
E2007,Stuart,Day,Non-Binary,2001-10-24,2021-11-10,Sales,Sales Manager,,Full-time
E2008,Lisa,Montes,Male,1974-10-02,2018-05-15,Recruitment,Recruitment Manager,E1073,Part-time
E2009,Jodi,Peters,Non-Binary,1993-01-15,2014-05-09,Recruitment,Senior Recruiter,,Part-time
E2010,Catherine,Bennett,Non-Binary,1999-04-10,2021-06-28,Sales,Account Executive,E1087,Full-time
E2011,Amber,Singleton,Non-Binary,2004-04-20,2023-01-14,Consulting,Consultant,E1064,Full-time
E2012,David,Smith,Non-Binary,1972-04-27,2006-09-10,Recruitment,Recruiter,,Full-time
E2013,Jennifer,Guzman,Male,1990-02-14,2008-09-11,Accounting,Billing Specialist,,Part-time
E2014,Margaret,Bauer,Female,1959-11-06,2000-07-23,IT,System Administrator,E1003,Part-time
E2015,Kristen,Pittman,Female,1992-10-04,2022-07-23,IT,System Administrator,E1090,Part-time
E2016,Alexander,Moon,Non-Binary,1977-04-13,2006-06-12,Sales,Sales Manager,E1015,Part-time
E2017,Amanda,Johnson,Female,1982-02-04,2021-10-20,Sales,Account Executive,,Full-time
E2018,John,Berry,Male,1984-07-13,2018-09-30,Sales,Account Executive,E1033,Full-time
E2019,Christine,Johnson,Non-Binary,1980-03-12,2002-04-06,Sales,Account Executive,E1026,Contract
E2020,Joseph,Shah,Female,2004-07-26,2023-09-13,Sales,Sales Manager,E1005,Part-time
E2021,Cody,Hernandez,Non-Binary,1980-01-28,2023-02-16,HR,HR Manager,,Contract
E2022,Leslie,Reed,Male,2002-11-05,2024-05-24,HR,HR Specialist,,Full-time
E2023,Stephanie,Horne,Female,2000-10-16,2018-11-07,IT,IT Manager,E1019,Part-time
E2024,Gregory,Wolfe,Female,1959-01-16,2012-04-10,Consulting,Senior Consultant,,Contract
E2025,Kyle,Sims,Non-Binary,1985-11-09,2017-02-27,IT,System Administrator,E1003,Full-time
E2026,Samantha,Morris,Female,1989-08-04,2008-08-31,Consulting,Consultant,,Full-time
E2027,Shelly,Gibson,Male,2001-04-24,2021-02-15,Consulting,Consultant,E1016,Contract
E2028,Tracy,Williams,Non-Binary,1977-09-21,2021-03-15,Sales,Sales Associate,E1051,Contract
E2029,Jeffrey,Willis,Male,1968-07-02,2018-11-24,Recruitment,Recruitment Manager,,Part-time
E2030,Daniel,Bryant,Non-Binary,1969-11-09,1990-08-27,Consulting,Consultant,E1000,Full-time
E2031,Ryan,Walters,Male,1972-11-09,2016-11-11,Recruitment,Recruitment Manager,E1059,Part-time
E2032,Amanda,Rodriguez,Male,1979-01-30,1999-11-05,Recruitment,Recruitment Manager,E1010,Full-time
E2033,David,Marshall,Male,1985-03-03,2005-03-26,Recruitment,Recruiter,,Contract
E2034,David,Meyers,Non-Binary,1966-02-18,2014-12-02,HR,HR Assistant,,Part-time
E2035,Michael,Goodman,Female,1982-10-02,2003-12-28,IT,Software Engineer,E1072,Full-time
E2036,Dakota,Banks,Female,1968-06-18,2002-03-03,Accounting,Accountant,,Part-time
E2037,Cassandra,Hughes,Non-Binary,1996-12-11,2020-05-02,Accounting,Billing Specialist,,Contract
E2038,Robert,Hayes,Female,1988-09-19,2009-10-20,Recruitment,Recruiter,,Part-time
E2039,Steven,Jackson,Male,2002-12-14,2021-12-30,Accounting,Finance Manager,,Part-time
E2040,Briana,Walton,Female,1986-01-22,2015-03-15,HR,HR Assistant,,Full-time
E2041,Jerry,Jones,Non-Binary,1968-12-28,2008-08-31,HR,HR Specialist,,Full-time
E2042,Hannah,Smith,Female,1996-03-25,2017-11-08,Accounting,Billing Specialist,E1054,Part-time
E2043,Douglas,Smith,Non-Binary,1969-06-28,1987-11-03,Recruitment,Recruiter,,Full-time
E2044,Mary,Finley,Non-Binary,1966-01-15,1993-12-14,Recruitment,Senior Recruiter,,Full-time
E2045,Nicholas,Stone,Female,1983-08-10,2006-12-27,HR,HR Specialist,E1002,Part-time
E2046,Greg,Hernandez,Non-Binary,1975-05-20,1997-04-27,Recruitment,Recruiter,,Part-time
E2047,Juan,Lee,Male,1970-05-17,2005-08-05,Consulting,Consultant,,Full-time
E2048,Sandra,Watts,Male,1976-03-11,2011-08-05,IT,IT Manager,E1030,Part-time
E2049,Molly,Salinas,Non-Binary,1962-06-17,2006-05-17,Accounting,Accountant,,Full-time
E2050,Rose,Gill,Female,2002-12-13,2022-12-04,Consulting,Senior Consultant,E1057,Full-time
E2051,Stephanie,Holt,Non-Binary,1999-09-24,2017-12-26,Accounting,Accountant,,Full-time
E2052,Timothy,Allen,Male,1999-01-11,2018-01-15,HR,HR Manager,,Part-time
E2053,Devin,Fleming,Non-Binary,1995-04-22,2018-07-25,IT,Software Engineer,,Full-time
E2054,Mckenzie,Thompson,Female,1979-07-29,2019-04-03,IT,System Administrator,E1018,Contract
E2055,Hayley,Smith,Female,1997-12-21,2021-11-16,IT,System Administrator,,Part-time
E2056,Sara,Grant,Female,1991-12-05,2022-04-10,IT,Software Engineer,E1054,Full-time
E2057,Kimberly,Jackson,Male,2003-12-10,2022-04-26,Recruitment,Recruitment Manager,,Contract
E2058,Todd,Thompson,Female,1959-08-14,2002-08-13,Recruitment,Senior Recruiter,E1050,Contract
E2059,Nancy,Brown,Non-Binary,1959-05-23,1978-08-08,Recruitment,Recruiter,,Full-time
E2060,Guy,Baldwin,Non-Binary,1961-12-30,2008-10-01,Accounting,Finance Manager,,Full-time
E2061,Barry,Williamson,Female,1968-12-30,1989-05-05,Recruitment,Recruiter,E1046,Contract
E2062,Andrea,Obrien,Non-Binary,1976-08-25,1994-07-19,Sales,Sales Manager,,Full-time
E2063,Tara,Burton,Female,1962-10-29,1999-03-20,HR,HR Manager,,Part-time
E2064,Ann,Brown,Male,1981-09-10,2019-01-16,IT,Software Engineer,E1073,Full-time
E2065,Ryan,Sellers,Female,1988-06-14,2008-01-05,IT,Software Engineer,,Contract
E2066,Marissa,Miller,Non-Binary,1976-11-07,2006-01-16,Accounting,Accountant,E1027,Part-time
E2067,Michelle,Davis,Female,1996-12-07,2014-02-07,HR,HR Assistant,,Contract
E2068,Jared,Rocha,Female,1983-01-19,2004-06-12,Sales,Sales Manager,E1077,Contract
E2069,Lauren,Andrews,Male,1985-05-08,2015-07-08,Accounting,Finance Manager,,Part-time
E2070,Robert,Young,Female,1998-01-14,2016-06-04,Consulting,Lead Consultant,,Full-time
E2071,Debra,Pearson,Male,1984-09-18,2012-08-09,Consulting,Lead Consultant,E1012,Full-time
E2072,Eric,Leon,Female,1995-05-12,2015-04-06,IT,Software Engineer,E1079,Part-time
E2073,Jessica,Preston,Female,1972-08-05,2005-04-14,Consulting,Lead Consultant,E1039,Part-time
E2074,Jonathan,Baker,Female,1993-10-26,2020-12-24,HR,HR Manager,,Full-time
E2075,Christina,Gonzalez,Male,1965-12-13,1992-10-08,Sales,Sales Manager,,Part-time
E2076,Jacob,Thornton,Non-Binary,1987-10-16,2022-02-24,Accounting,Billing Specialist,E1049,Contract
E2077,Aaron,Sanford,Female,1973-06-19,1995-08-21,Accounting,Accountant,E1000,Part-time
E2078,John,Higgins,Male,1989-09-04,2024-02-25,Recruitment,Recruiter,,Part-time
E2079,Deborah,Colon,Non-Binary,1995-03-26,2016-09-01,Accounting,Billing Specialist,E1045,Full-time
E2080,Michelle,James,Female,1967-06-10,1992-12-29,HR,HR Manager,E1098,Contract
E2081,Christopher,Carter,Non-Binary,1964-08-08,1994-01-13,Recruitment,Recruitment Manager,,Contract
E2082,Kelsey,Cook,Female,1996-10-28,2021-08-08,Accounting,Finance Manager,,Contract
E2083,Parker,Green,Female,1978-06-12,2003-08-30,Consulting,Senior Consultant,E1065,Contract
E2084,Jack,Rice,Female,1970-09-25,2009-01-17,HR,HR Specialist,,Part-time
E2085,Deborah,Fisher,Male,1965-09-29,2008-10-20,Recruitment,Recruiter,E1093,Part-time
E2086,Stephanie,Brooks,Non-Binary,1997-01-02,2023-06-23,IT,IT Manager,E1008,Contract
E2087,Lacey,Chavez,Female,1972-05-23,2000-12-19,Accounting,Billing Specialist,,Full-time
E2088,Caleb,Wolfe,Male,1981-12-27,2015-07-19,HR,HR Assistant,,Part-time
E2089,Rachel,Richards,Non-Binary,1962-10-04,1986-10-08,Recruitment,Recruitment Manager,,Contract
E2090,Emily,Pena,Non-Binary,1971-06-10,2003-05-12,Accounting,Billing Specialist,E1099,Contract
E2091,Judith,Tate,Male,1976-05-12,2020-08-06,Recruitment,Recruitment Manager,,Part-time
E2092,Rebecca,Johnson,Female,1970-03-08,1988-10-25,IT,Software Engineer,,Full-time
E2093,Timothy,Harrison,Female,1966-12-21,2009-01-01,Accounting,Accountant,,Part-time
E2094,Daniel,Duncan,Female,1964-12-28,2006-09-22,IT,System Administrator,E1067,Full-time
E2095,Jack,Hansen,Female,1986-09-13,2021-05-07,IT,System Administrator,,Contract
E2096,Christopher,Lee,Female,1974-06-22,2001-11-24,Accounting,Finance Manager,,Part-time
E2097,Jennifer,Gray,Non-Binary,1965-04-11,1997-02-01,Consulting,Consultant,,Full-time
E2098,Angela,Blake,Male,1975-11-06,2002-10-16,Sales,Account Executive,,Contract
E2099,Lisa,Odonnell,Male,1989-01-21,2009-12-18,Consulting,Consultant,E1025,Full-time
E2100,Sarah,Taylor,Female,2002-12-07,2021-02-03,Sales,Sales Manager,E1060,Full-time
E2101,Connie,Cooley,Male,1959-03-21,2023-05-30,IT,Software Engineer,,Contract
E2102,Bianca,Lee,Female,1999-12-02,2022-06-22,Sales,Sales Associate,E1016,Full-time
E2103,Doris,Pierce,Non-Binary,1960-02-18,2022-10-02,Accounting,Accountant,E1082,Full-time
E2104,Keith,Finley,Non-Binary,1986-11-11,2013-07-13,IT,IT Manager,E1008,Contract
E2105,Kelly,Edwards,Female,1994-06-27,2020-01-20,Sales,Account Executive,E1080,Full-time
E2106,Shelly,Bishop,Female,1975-09-13,2008-11-14,IT,Software Engineer,E1005,Part-time
E2107,Mark,Lopez,Non-Binary,1961-06-04,2004-04-18,Sales,Sales Manager,E1072,Full-time
E2108,Rebecca,Wright,Female,1978-07-02,2005-03-26,Sales,Sales Manager,,Full-time
E2109,Jennifer,Bass,Female,1976-05-11,2024-04-16,Accounting,Billing Specialist,,Contract
E2110,Jared,Rogers,Non-Binary,1989-09-18,2020-09-27,Recruitment,Recruitment Manager,,Contract
E2111,Diane,Cunningham,Non-Binary,1973-09-20,2015-01-16,IT,IT Manager,E1018,Part-time
E2112,Courtney,Edwards,Non-Binary,1978-09-03,1996-10-22,Accounting,Finance Manager,,Contract
E2113,Adam,Werner,Female,1965-01-26,2011-05-03,Consulting,Senior Consultant,E1012,Contract
E2114,Kenneth,Allison,Male,1990-08-31,2024-03-01,Accounting,Finance Manager,,Full-time
E2115,Troy,Lee,Non-Binary,1985-04-23,2012-03-27,IT,System Administrator,E1074,Full-time
E2116,James,Sherman,Non-Binary,1968-07-15,2024-01-13,Sales,Account Executive,,Full-time
